"","cidade_bairro","preco","cidade","bairro","cep","tipo","quartos","suites","banheiros","vagas","area_util","area_total","valor_medio_metro","cluster"
"5562","CuritibaHauer",299000,"Curitiba","Hauer",81630180,1,2,1,2,1,60,102,-0.269432206175456,2
"5563","CuritibaBoa Vista",753120,"Curitiba","Boa Vista",82540050,1,3,1,3,2,104,198,0.65680484212823,2
"5564","CuritibaBacacheri",320000,"Curitiba","Bacacheri",82510260,1,3,1,2,1,81,122,1.12257117600166,2
"5565","CuritibaPortao",250000,"Curitiba","Portao",81070000,1,2,0,1,1,49,72,-0.242681670098644,2
"5566","CuritibaAgua Verde",1399000,"Curitiba","Agua Verde",82020330,1,3,1,3,3,211,350,0.35601609019606,2
"5567","CuritibaVila Izabel",934000,"Curitiba","Vila Izabel",80320050,1,2,2,3,2,98,131,0.774648665651767,2
"5568","CuritibaCentro",145900,"Curitiba","Centro",80010020,1,1,0,1,0,27,27,0.610945818470473,2
"5569","CuritibaHugo Lange",941200,"Curitiba","Hugo Lange",80040260,1,3,1,3,3,163,236,-0.18016723976296,2
"5570","CuritibaPortao",220000,"Curitiba","Portao",81010360,1,2,0,1,1,50,50,-0.242681670098644,2
"5571","CuritibaAgua Verde",2990000,"Curitiba","Agua Verde",80240060,1,3,2,4,2,172,172,0.35601609019606,2
"5572","CuritibaHugo Lange",510000,"Curitiba","Hugo Lange",80040450,1,2,1,2,2,72,93,-0.18016723976296,2
"5573","CuritibaPortao",570000,"Curitiba","Portao",80610001,1,3,1,2,2,85,167,-0.242681670098644,2
"5574","CuritibaNovo Mundo",569508,"Curitiba","Novo Mundo",81010330,1,3,1,2,2,85,153,1.40282914299853,2
"5575","CuritibaAgua Verde",165000,"Curitiba","Agua Verde",80250100,1,2,0,1,0,54,68,0.35601609019606,2
"5576","CuritibaBigorrilho",330000,"Curitiba","Bigorrilho",80730250,1,1,0,1,1,45,64,0.157006899057248,2
"5577","CuritibaReboucas",175000,"Curitiba","Reboucas",80230100,1,1,0,1,0,57,57,-0.213187797769121,2
"5578","CuritibaAlto da XV",650000,"Curitiba","Alto da XV",80045150,1,2,1,2,2,86,158,-0.195423666746496,2
"5579","CuritibaCentro",260000,"Curitiba","Centro",80020270,1,1,0,1,1,34,71,0.610945818470473,2
"5580","CuritibaAgua Verde",207900,"Curitiba","Agua Verde",80610020,1,1,0,1,1,32,56,0.35601609019606,2
"5581","CuritibaPinheirinho",195000,"Curitiba","Pinheirinho",81820020,1,2,0,1,1,50,50,1.33557532857388,2
"5582","CuritibaBatel",1380000,"Curitiba","Batel",80430190,1,3,2,3,3,305,408,-0.166557716180536,2
"5583","CuritibaBigorrilho",756460,"Curitiba","Bigorrilho",80703360,1,2,1,2,2,101,101,0.157006899057248,2
"5584","CuritibaEcoville",580000,"Curitiba","Ecoville",81280270,1,3,1,2,2,90,202,0.155132554627676,2
"5585","CuritibaCentro",229900,"Curitiba","Centro",80020270,1,1,0,1,0,34,45,0.610945818470473,2
"5586","CuritibaBigorrilho",1498000,"Curitiba","Bigorrilho",80710000,1,4,3,5,3,242,353,0.157006899057248,2
"5587","CuritibaBigorrilho",1096000,"Curitiba","Bigorrilho",80730070,1,3,2,4,3,149,149,0.157006899057248,2
"5588","CuritibaAlto da Gloria",1680000,"Curitiba","Alto da Gloria",80060270,1,3,1,3,2,285,315,-0.159396553473786,2
"5589","CuritibaAgua Verde",398000,"Curitiba","Agua Verde",80240210,1,3,1,3,1,89,138,0.35601609019606,2
"5590","CuritibaBatel",1100000,"Curitiba","Batel",80240100,1,4,2,5,2,252,378,-0.166557716180536,2
"5591","CuritibaAgua Verde",479000,"Curitiba","Agua Verde",80610070,1,2,0,2,1,67,67,0.35601609019606,2
"5592","CuritibaBoa Vista",270000,"Curitiba","Boa Vista",82560435,1,2,1,2,1,64,99,0.65680484212823,2
"5593","CuritibaJardim Botanico",410000,"Curitiba","Jardim Botanico",80210300,1,3,1,3,1,94,131,-0.255956782220209,2
"5594","Fazenda Rio GrandeSanta Terezinha",210000,"Fazenda Rio Grande","Santa Terezinha",83829024,1,2,0,1,1,55,91,-0.319376057315102,2
"5595","CuritibaCentro",300900,"Curitiba","Centro",80020270,1,2,0,1,0,50,76,0.610945818470473,2
"5596","CuritibaAlto da XV",239000,"Curitiba","Alto da XV",80050230,1,1,0,1,1,36,36,-0.195423666746496,2
"5597","CuritibaVila Izabel",1599900,"Curitiba","Vila Izabel",80320030,1,4,0,4,3,193,418,0.774648665651767,2
"5598","CuritibaCabral",1950000,"Curitiba","Cabral",80035020,1,4,2,5,3,267,330,0.120070326886263,2
"5599","CuritibaCentro",250000,"Curitiba","Centro",80020270,1,1,0,1,0,27,41,0.610945818470473,2
"5600","CuritibaVila Izabel",1130000,"Curitiba","Vila Izabel",80320000,1,3,1,2,2,151,276,0.774648665651767,2
"5601","CuritibaCristo Rei",261622,"Curitiba","Cristo Rei",80050260,1,1,0,1,0,34,45,-0.238827454619527,2
"5602","CuritibaSanta Quiteria",275000,"Curitiba","Santa Quiteria",80310000,1,2,1,2,1,61,113,-0.270579762271141,2
"5603","CuritibaCabral",727000,"Curitiba","Cabral",80035230,1,3,3,5,2,120,223,0.120070326886263,2
"5604","CuritibaBatel",1200000,"Curitiba","Batel",80240240,1,4,1,3,2,200,220,-0.166557716180536,2
"5605","CuritibaReboucas",690000,"Curitiba","Reboucas",80230030,1,3,1,2,2,90,151,-0.213187797769121,2
"5606","CuritibaAgua Verde",1200000,"Curitiba","Agua Verde",80610040,1,3,1,3,2,120,200,0.35601609019606,2
"5607","CuritibaCapao Raso",368517,"Curitiba","Capao Raso",81130130,1,2,1,2,1,78,78,-0.2519400733679,2
"5608","CuritibaAbranches",168000,"Curitiba","Abranches",82220510,1,2,0,1,1,42,52,-0.26963672939238,2
"5609","CuritibaTingui",199900,"Curitiba","Tingui",82620230,1,2,0,1,1,44,48,2.76747025686138,2
"5610","CuritibaCajuru",248000,"Curitiba","Cajuru",82940150,1,3,1,2,1,64,64,-0.265348004946388,2
"5611","CuritibaCabral",369500,"Curitiba","Cabral",80035220,1,2,1,2,1,65,103,0.120070326886263,2
"5612","CuritibaBacacheri",370000,"Curitiba","Bacacheri",82520800,1,3,1,2,1,65,88,1.12257117600166,2
"5613","CuritibaCentro",550000,"Curitiba","Centro",80060170,1,3,1,2,2,124,196,0.610945818470473,2
"5614","CuritibaMossungue",1500000,"Curitiba","Mossungue",81210220,1,4,3,5,4,279,477,5.5332818212284,1
"5615","CuritibaJuveve",2020000,"Curitiba","Juveve",80030400,1,3,3,4,4,208,431,1.72174867170529,1
"5616","CuritibaCentro",375000,"Curitiba","Centro",80020270,1,3,0,2,0,94,121,0.610945818470473,2
"5617","CuritibaAgua Verde",493724,"Curitiba","Agua Verde",80620100,1,2,1,2,2,79,156,0.35601609019606,2
"5618","CuritibaAgua Verde",1670000,"Curitiba","Agua Verde",80620210,1,3,3,5,3,215,305,0.35601609019606,2
"5619","CuritibaCabral",420000,"Curitiba","Cabral",82200700,1,3,1,3,1,80,123,0.120070326886263,2
"5620","CuritibaNovo Mundo",180033,"Curitiba","Novo Mundo",81110040,1,1,0,1,1,35,35,1.40282914299853,2
"5621","CuritibaVila Izabel",630000,"Curitiba","Vila Izabel",80320000,1,3,1,2,2,98,169,0.774648665651767,2
"5622","CuritibaCapao Raso",295674,"Curitiba","Capao Raso",81110070,1,2,0,1,1,55,55,-0.2519400733679,2
"5623","CuritibaBigorrilho",248000,"Curitiba","Bigorrilho",80730000,1,1,0,1,0,55,55,0.157006899057248,2
"5624","CuritibaVila Izabel",1130000,"Curitiba","Vila Izabel",80320000,1,3,1,2,2,151,276,0.774648665651767,2
"5625","CuritibaJuveve",870000,"Curitiba","Juveve",80030001,1,4,1,4,2,190,300,1.72174867170529,1
"5626","CuritibaChampagnat",527700,"Curitiba","Champagnat",80730390,1,3,0,2,2,138,217,-0.19438350623857,2
"5627","CuritibaAlto da Gloria",380000,"Curitiba","Alto da Gloria",80030000,1,2,1,2,1,62,84,-0.159396553473786,2
"5628","CuritibaAgua Verde",1250000,"Curitiba","Agua Verde",80240030,1,4,2,5,3,181,341,0.35601609019606,2
"5629","CuritibaNovo Mundo",445000,"Curitiba","Novo Mundo",81050210,1,3,1,2,1,78,129,1.40282914299853,2
"5630","CuritibaCampo Comprido",580000,"Curitiba","Campo Comprido",81220190,1,3,1,3,2,110,203,-0.212594402639083,2
"5631","CuritibaAgua Verde",1375000,"Curitiba","Agua Verde",80620150,1,4,3,5,2,228,354,0.35601609019606,2
"5632","CuritibaAgua Verde",1500000,"Curitiba","Agua Verde",80620210,1,3,3,5,3,215,305,0.35601609019606,2
"5633","CuritibaEcoville",2100000,"Curitiba","Ecoville",81580230,1,4,4,5,3,266,480,0.155132554627676,2
"5634","CuritibaBatel",270000,"Curitiba","Batel",80250220,1,1,0,1,0,32,32,-0.166557716180536,2
"5635","CuritibaTatuquara",128000,"Curitiba","Tatuquara",81470096,1,2,0,1,1,48,48,-0.305670274987346,2
"5636","CuritibaTingui",315000,"Curitiba","Tingui",82620230,1,3,1,1,1,68,103,2.76747025686138,2
"5637","CuritibaHauer",339000,"Curitiba","Hauer",81630180,1,3,1,2,1,88,114,-0.269432206175456,2
"5638","CuritibaBatel",993336,"Curitiba","Batel",80240010,1,3,1,3,2,107,140,-0.166557716180536,2
"5639","CuritibaCentro",498430,"Curitiba","Centro",80060000,1,2,1,2,2,70,70,0.610945818470473,2
"5640","CuritibaCampina do Siqueira",290000,"Curitiba","Campina do Siqueira",80730230,1,1,0,1,1,45,70,1.3348364186396,2
"5641","CuritibaCentro",390000,"Curitiba","Centro",80410200,1,3,1,1,1,67,105,0.610945818470473,2
"5642","CuritibaCristo Rei",948000,"Curitiba","Cristo Rei",80050470,1,3,0,5,2,143,268,-0.238827454619527,2
"5643","PinhaisEstancia Pinhais",310000,"Pinhais","Estancia Pinhais",83323240,1,3,1,2,1,74,121,-0.297487398976198,2
"5644","CuritibaAgua Verde",1850000,"Curitiba","Agua Verde",80240130,1,4,3,5,4,230,284,0.35601609019606,2
"5645","CuritibaBatel",2072936,"Curitiba","Batel",80240060,1,3,3,4,4,149,317,-0.166557716180536,2
"5646","CuritibaNovo Mundo",310000,"Curitiba","Novo Mundo",81050090,1,3,1,1,1,64,105,1.40282914299853,2
"5647","CuritibaPinheirinho",200000,"Curitiba","Pinheirinho",81820020,1,2,0,1,1,50,61,1.33557532857388,2
"5648","CuritibaCabral",1150000,"Curitiba","Cabral",80540400,1,4,2,4,2,170,223,0.120070326886263,2
"5649","CuritibaCentro",550000,"Curitiba","Centro",80420210,1,3,1,3,1,154,183,0.610945818470473,2
"5650","CuritibaVila Izabel",1130000,"Curitiba","Vila Izabel",80320000,1,3,1,2,2,151,276,0.774648665651767,2
"5651","CuritibaCachoeira",122000,"Curitiba","Cachoeira",82710380,1,22,0,1,1,52,47,-0.304396180735816,2
"5652","CuritibaAgua Verde",890400,"Curitiba","Agua Verde",80240040,1,3,3,5,2,129,210,0.35601609019606,2
"5653","CuritibaCampo Comprido",719899,"Curitiba","Campo Comprido",81210315,1,3,1,4,2,113,243,-0.212594402639083,2
"5654","CuritibaHugo Lange",820000,"Curitiba","Hugo Lange",80040352,1,1,1,3,2,119,220,-0.18016723976296,2
"5655","CuritibaAlto da Gloria",390000,"Curitiba","Alto da Gloria",80030200,1,3,1,2,1,118,174,-0.159396553473786,2
"5656","CuritibaChampagnat",750000,"Curitiba","Champagnat",80703360,1,2,2,3,2,100,100,-0.19438350623857,2
"5657","CuritibaVila Izabel",599000,"Curitiba","Vila Izabel",80320240,1,3,1,2,2,103,186,0.774648665651767,2
"5658","CuritibaBigorrilho",847700,"Curitiba","Bigorrilho",80730080,1,3,3,5,2,129,201,0.157006899057248,2
"5659","CuritibaCabral",978800,"Curitiba","Cabral",80035220,1,3,3,4,3,142,228,0.120070326886263,2
"5660","CuritibaMossungue",816199,"Curitiba","Mossungue",81200230,1,3,1,3,2,127,127,5.5332818212284,1
"5661","CuritibaCentro",425000,"Curitiba","Centro",80060200,1,2,1,1,1,70,70,0.610945818470473,2
"5662","CuritibaNovo Mundo",260000,"Curitiba","Novo Mundo",81050210,1,1,0,1,1,37,72,1.40282914299853,2
"5663","CuritibaAgua Verde",845209,"Curitiba","Agua Verde",80620270,1,3,1,1,2,90,171,0.35601609019606,2
"5664","CuritibaPortao",580000,"Curitiba","Portao",81070000,1,2,1,1,0,124,188,-0.242681670098644,2
"5665","CuritibaCampo Comprido",160000,"Curitiba","Campo Comprido",81230250,1,3,0,1,1,50,55,-0.212594402639083,2
"5666","CuritibaCabral",430000,"Curitiba","Cabral",80540180,1,2,1,2,1,67,81,0.120070326886263,2
"5667","CuritibaCentro",1470000,"Curitiba","Centro",80250030,1,3,1,3,4,169,240,0.610945818470473,2
"5668","CuritibaBatel",562100,"Curitiba","Batel",80420170,1,1,0,1,2,50,90,-0.166557716180536,2
"5669","CuritibaCristo Rei",310000,"Curitiba","Cristo Rei",82530020,1,3,1,1,1,79,125,-0.238827454619527,2
"5670","CuritibaVila Izabel",380000,"Curitiba","Vila Izabel",80320050,1,1,0,1,1,47,65,0.774648665651767,2
"5671","CuritibaBoqueirao",178500,"Curitiba","Boqueirao",81750400,1,3,0,1,1,59,59,-0.269022630738485,2
"5672","CuritibaBatel",1650000,"Curitiba","Batel",80240170,1,4,2,5,2,194,254,-0.166557716180536,2
"5673","CuritibaEcoville",1500000,"Curitiba","Ecoville",81200100,1,3,3,5,3,166,166,0.155132554627676,2
"5674","CuritibaCentro",235000,"Curitiba","Centro",80020270,1,1,0,1,0,35,53,0.610945818470473,2
"5675","CuritibaBoa Vista",150000,"Curitiba","Boa Vista",82560480,1,2,0,1,1,44,51,0.65680484212823,2
"5676","CuritibaCabral",280000,"Curitiba","Cabral",82200700,1,2,1,1,2,61,107,0.120070326886263,2
"5677","CuritibaCIC",860000,"Curitiba","CIC",81280330,1,3,3,4,3,166,280,-0.267641745007045,2
"5678","CuritibaSao Francisco",261575,"Curitiba","Sao Francisco",80510310,1,1,0,1,1,44,66,-0.24226739681469,2
"5679","CuritibaAgua Verde",220000,"Curitiba","Agua Verde",80610020,1,3,0,1,0,62,77,0.35601609019606,2
"5680","CuritibaCabral",430000,"Curitiba","Cabral",80035230,1,3,1,2,1,81,81,0.120070326886263,2
"5681","CuritibaReboucas",439000,"Curitiba","Reboucas",80250200,1,3,1,2,1,74,109,-0.213187797769121,2
"5682","CuritibaPortao",165000,"Curitiba","Portao",81070140,1,2,0,1,1,46,51,-0.242681670098644,2
"5683","CuritibaAlto da Gloria",349000,"Curitiba","Alto da Gloria",80030200,1,3,1,2,1,60,102,-0.159396553473786,2
"5684","CuritibaAgua Verde",580000,"Curitiba","Agua Verde",80620440,1,2,1,1,2,70,107,0.35601609019606,2
"5685","CuritibaPortao",380000,"Curitiba","Portao",81050080,1,3,1,2,1,74,136,-0.242681670098644,2
"5686","CuritibaCentro",110000,"Curitiba","Centro",80060100,1,1,0,1,0,24,33,0.610945818470473,2
"5687","CuritibaSeminario",1979207,"Curitiba","Seminario",80240440,1,3,3,5,2,227,375,-0.224058770046708,2
"5688","CuritibaAlto da Gloria",1235000,"Curitiba","Alto da Gloria",80060270,1,3,1,3,2,165,200,-0.159396553473786,2
"5689","CuritibaBatel",4900000,"Curitiba","Batel",80240010,1,4,4,6,4,346,546,-0.166557716180536,2
"5690","CuritibaBigorrilho",190000,"Curitiba","Bigorrilho",80730030,1,2,0,1,0,50,70,0.157006899057248,2
"5691","CuritibaBatel",692000,"Curitiba","Batel",80050330,1,2,1,2,2,72,148,-0.166557716180536,2
"5692","CuritibaNovo Mundo",555000,"Curitiba","Novo Mundo",81050080,1,3,1,2,2,91,91,1.40282914299853,2
"5693","CuritibaSao Francisco",185000,"Curitiba","Sao Francisco",80410060,1,1,0,1,1,35,55,-0.24226739681469,2
"5694","CuritibaCristo Rei",1230000,"Curitiba","Cristo Rei",80050330,1,3,1,3,2,166,235,-0.238827454619527,2
"5695","CuritibaReboucas",189990,"Curitiba","Reboucas",80250190,1,1,0,1,0,26,26,-0.213187797769121,2
"5696","CuritibaJuveve",990000,"Curitiba","Juveve",80040070,1,3,1,3,3,129,194,1.72174867170529,1
"5697","CuritibaLindoia",450000,"Curitiba","Lindoia",81010280,1,2,0,1,2,104,148,-0.271133230951442,2
"5698","CuritibaCentro",248000,"Curitiba","Centro",80250220,1,1,1,1,0,33,33,0.610945818470473,2
"5699","CuritibaCabral",2715000,"Curitiba","Cabral",80030230,1,4,4,6,2,199,258,0.120070326886263,2
"5700","CuritibaCapao Raso",619000,"Curitiba","Capao Raso",81130020,1,3,1,2,2,78,78,-0.2519400733679,2
"5701","CuritibaCIC",167467,"Curitiba","CIC",81312090,1,2,0,1,1,47,55,-0.267641745007045,2
"5702","CuritibaNovo Mundo",160000,"Curitiba","Novo Mundo",81050170,1,2,0,1,0,48,48,1.40282914299853,2
"5703","CuritibaAgua Verde",350000,"Curitiba","Agua Verde",80620010,1,2,0,1,1,63,98,0.35601609019606,2
"5704","CuritibaJuveve",1000000,"Curitiba","Juveve",80530230,1,2,1,3,2,175,264,1.72174867170529,1
"5705","CuritibaBigorrilho",680000,"Curitiba","Bigorrilho",80730370,1,3,1,3,1,129,190,0.157006899057248,2
"5706","CuritibaAgua Verde",314300,"Curitiba","Agua Verde",80620270,1,3,0,1,1,83,115,0.35601609019606,2
"5707","CuritibaCentro",1189889,"Curitiba","Centro",80420200,1,3,1,3,2,120,211,0.610945818470473,2
"5708","CuritibaBacacheri",300000,"Curitiba","Bacacheri",82515396,1,3,1,2,1,70,110,1.12257117600166,2
"5709","CuritibaCampo Comprido",1380000,"Curitiba","Campo Comprido",81200521,1,4,2,4,3,168,260,-0.212594402639083,2
"5710","CuritibaAgua Verde",1822940,"Curitiba","Agua Verde",80240090,1,3,1,2,3,232,429,0.35601609019606,2
"5711","CuritibaCristo Rei",175000,"Curitiba","Cristo Rei",80050240,1,1,0,1,0,38,51,-0.238827454619527,2
"5712","CuritibaAgua Verde",310000,"Curitiba","Agua Verde",80610090,1,2,0,1,1,60,70,0.35601609019606,2
"5713","CuritibaCentro Civico",320000,"Curitiba","Centro Civico",80520100,1,1,0,1,1,53,72,-0.174155988148738,2
"5714","CuritibaAbranches",255000,"Curitiba","Abranches",82130290,1,3,1,2,1,71,91,-0.26963672939238,2
"5715","CuritibaMerces",1600000,"Curitiba","Merces",80430232,1,4,2,5,3,268,399,-0.218963178289305,2
"5716","CuritibaMerces",335000,"Curitiba","Merces",80430060,1,3,1,3,1,89,131,-0.218963178289305,2
"5717","CuritibaJardim das Americas",192500,"Curitiba","Jardim das Americas",81520090,1,1,0,1,0,39,29,-0.208325734575518,2
"5718","CuritibaCapao Raso",361032,"Curitiba","Capao Raso",81130000,1,2,0,1,1,59,65,-0.2519400733679,2
"5719","CuritibaTingui",290000,"Curitiba","Tingui",82600150,1,3,1,2,1,80,124,2.76747025686138,2
"5720","CuritibaCentro",370000,"Curitiba","Centro",80020270,1,2,0,1,1,51,98,0.610945818470473,2
"5721","CuritibaReboucas",669000,"Curitiba","Reboucas",80230030,1,3,1,2,2,91,175,-0.213187797769121,2
"5722","CuritibaJardim Botanico",920000,"Curitiba","Jardim Botanico",80050470,1,3,1,2,2,143,268,-0.255956782220209,2
"5723","CuritibaAgua Verde",672500,"Curitiba","Agua Verde",80610130,1,3,1,3,2,122,194,0.35601609019606,2
"5724","CuritibaAgua Verde",595000,"Curitiba","Agua Verde",80620010,1,3,1,3,2,102,166,0.35601609019606,2
"5725","CuritibaNovo Mundo",185000,"Curitiba","Novo Mundo",81050450,1,2,0,1,1,47,47,1.40282914299853,2
"5726","CuritibaBatel",2300000,"Curitiba","Batel",80420164,1,4,2,5,0,339,506,-0.166557716180536,2
"5727","CuritibaBoqueirao",235000,"Curitiba","Boqueirao",81650250,1,2,1,2,1,55,55,-0.269022630738485,2
"5728","CuritibaAgua Verde",1822940,"Curitiba","Agua Verde",80240090,1,4,2,4,3,233,430,0.35601609019606,2
"5729","CuritibaAgua Verde",735000,"Curitiba","Agua Verde",80610030,1,3,1,2,2,116,188,0.35601609019606,2
"5730","CuritibaAgua Verde",1103500,"Curitiba","Agua Verde",80620230,1,4,2,5,2,150,150,0.35601609019606,2
"5731","CuritibaPortao",215000,"Curitiba","Portao",81070140,1,3,0,1,1,50,54,-0.242681670098644,2
"5732","CuritibaBigorrilho",1547700,"Curitiba","Bigorrilho",80730080,1,4,3,5,4,200,343,0.157006899057248,2
"5733","ColomboAtuba",199900,"Colombo","Atuba",83408280,1,2,0,1,1,52,58,-0.276829849064147,2
"5734","CuritibaPortao",149000,"Curitiba","Portao",80330000,1,1,1,1,0,33,46,-0.242681670098644,2
"5735","CuritibaLindoia",245000,"Curitiba","Lindoia",81010090,1,2,0,1,1,57,97,-0.271133230951442,2
"5736","CuritibaPortao",261350,"Curitiba","Portao",81070000,1,3,1,1,1,77,89,-0.242681670098644,2
"5737","CuritibaCentro",239000,"Curitiba","Centro",80010180,1,1,0,1,0,32,48,0.610945818470473,2
"5738","CuritibaChampagnat",650000,"Curitiba","Champagnat",80703360,1,2,2,3,2,100,100,-0.19438350623857,2
"5739","CuritibaBigorrilho",725000,"Curitiba","Bigorrilho",80730390,1,3,1,4,1,126,153,0.157006899057248,2
"5740","CuritibaAgua Verde",1190000,"Curitiba","Agua Verde",80620010,1,3,2,4,2,192,250,0.35601609019606,2
"5741","CuritibaAlto da Gloria",359000,"Curitiba","Alto da Gloria",80030200,1,2,0,1,1,63,120,-0.159396553473786,2
"5742","CuritibaBoa Vista",195000,"Curitiba","Boa Vista",82560480,1,3,0,1,1,45,63,0.65680484212823,2
"5743","CuritibaReboucas",248000,"Curitiba","Reboucas",80230100,1,1,0,1,1,44,80,-0.213187797769121,2
"5744","CuritibaPortao",698302,"Curitiba","Portao",81010330,1,3,1,1,2,134,229,-0.242681670098644,2
"5745","CuritibaAgua Verde",1990000,"Curitiba","Agua Verde",80240290,1,3,2,5,0,364,683,0.35601609019606,2
"5746","CuritibaBigorrilho",570000,"Curitiba","Bigorrilho",80730000,1,1,1,2,2,83,130,0.157006899057248,2
"5747","CuritibaMossungue",391406000,"Curitiba","Mossungue",81210000,1,2,1,2,1,67,106,5.5332818212284,1
"5748","CuritibaCentro",115000,"Curitiba","Centro",80230090,1,1,0,1,0,35,35,0.610945818470473,2
"5750","CuritibaVila Izabel",638000,"Curitiba","Vila Izabel",80320210,1,3,1,2,2,103,103,0.774648665651767,2
"5751","CuritibaVila Izabel",535400,"Curitiba","Vila Izabel",80320070,1,3,1,2,2,99,113,0.774648665651767,2
"5752","CuritibaReboucas",470000,"Curitiba","Reboucas",80230000,1,2,1,2,1,75,93,-0.213187797769121,2
"5753","CuritibaNovo Mundo",450000,"Curitiba","Novo Mundo",81050200,1,2,1,1,1,79,107,1.40282914299853,2
"5754","CuritibaAugusta",170000,"Curitiba","Augusta",81265364,1,2,0,1,1,54,54,-0.275917967858755,2
"5755","CuritibaBigorrilho",1689889,"Curitiba","Bigorrilho",80730320,1,3,3,4,2,183,217,0.157006899057248,2
"5756","CuritibaAgua Verde",3439900,"Curitiba","Agua Verde",80240110,1,4,4,6,4,300,581,0.35601609019606,2
"5757","CuritibaBoa Vista",390062,"Curitiba","Boa Vista",82560470,1,2,1,1,1,69,89,0.65680484212823,2
"5758","CuritibaAgua Verde",1350000,"Curitiba","Agua Verde",80620080,1,3,3,5,3,215,305,0.35601609019606,2
"5759","CuritibaCabral",131900,"Curitiba","Cabral",80035240,1,1,0,1,0,22,45,0.120070326886263,2
"5760","CuritibaCentro",175000,"Curitiba","Centro",80060020,1,1,0,1,1,43,73,0.610945818470473,2
"5761","CuritibaCampo Comprido",115000,"Curitiba","Campo Comprido",81270220,1,2,0,1,1,36,40,-0.212594402639083,2
"5762","CuritibaAgua Verde",675000,"Curitiba","Agua Verde",80610040,1,3,1,2,2,146,226,0.35601609019606,2
"5763","CuritibaAgua Verde",1300000,"Curitiba","Agua Verde",80240040,1,4,2,5,2,220,304,0.35601609019606,2
"5764","CuritibaPortao",264862,"Curitiba","Portao",80610001,1,2,0,1,1,57,85,-0.242681670098644,2
"5765","CuritibaCentro Civico",265000,"Curitiba","Centro Civico",80530000,1,1,0,1,0,36,36,-0.174155988148738,2
"5766","CuritibaAlto da Gloria",2715248,"Curitiba","Alto da Gloria",80030230,1,4,4,5,4,200,350,-0.159396553473786,2
"5767","CuritibaFazendinha",195000,"Curitiba","Fazendinha",81330320,1,3,0,2,1,78,78,-0.282978625265449,2
"5768","CuritibaBatel",1608100,"Curitiba","Batel",80250070,1,3,3,6,4,248,365,-0.166557716180536,2
"5769","CuritibaCentro",367000,"Curitiba","Centro",80010110,1,2,1,1,1,68,68,0.610945818470473,2
"5770","CuritibaEcoville",1890000,"Curitiba","Ecoville",81200110,1,4,2,4,3,225,410,0.155132554627676,2
"5771","CuritibaPortao",490000,"Curitiba","Portao",80610290,1,3,1,3,1,112,168,-0.242681670098644,2
"5772","CuritibaCampina do Siqueira",859909,"Curitiba","Campina do Siqueira",80740590,1,3,3,5,2,129,205,1.3348364186396,2
"5773","CuritibaMossungue",955000,"Curitiba","Mossungue",81210000,1,3,3,4,2,125,201,5.5332818212284,1
"5774","CuritibaAgua Verde",300000,"Curitiba","Agua Verde",80610040,1,3,1,2,1,75,93,0.35601609019606,2
"5775","CuritibaMerces",335000,"Curitiba","Merces",80430210,1,1,0,1,1,46,94,-0.218963178289305,2
"5776","CuritibaAgua Verde",135000,"Curitiba","Agua Verde",80620380,1,1,0,1,0,39,52,0.35601609019606,2
"5777","CuritibaPortao",190000,"Curitiba","Portao",80610160,1,2,0,1,0,46,62,-0.242681670098644,2
"5778","CuritibaFanny",174000,"Curitiba","Fanny",81030330,1,2,0,1,1,45,45,5.92637775970377,1
"5779","CuritibaBatel",250000,"Curitiba","Batel",80440020,1,3,0,1,1,76,89,-0.166557716180536,2
"5780","CuritibaCentro",200000,"Curitiba","Centro",80020270,1,1,0,1,0,34,52,0.610945818470473,2
"5781","CuritibaVila Izabel",369000,"Curitiba","Vila Izabel",80320210,1,3,1,2,1,90,138,0.774648665651767,2
"5782","CuritibaCampo de Santana",139999,"Curitiba","Campo de Santana",81490530,1,2,0,1,1,43,53,-0.309667513489939,2
"5783","CuritibaVila Izabel",934000,"Curitiba","Vila Izabel",80320050,1,2,2,3,2,98,131,0.774648665651767,2
"5784","CuritibaReboucas",199000,"Curitiba","Reboucas",80215202,1,1,0,1,1,28,67,-0.213187797769121,2
"5785","CuritibaAgua Verde",879000,"Curitiba","Agua Verde",80240130,1,3,1,3,2,141,233,0.35601609019606,2
"5786","CuritibaAgua Verde",815000,"Curitiba","Agua Verde",80610020,1,3,1,3,3,187,187,0.35601609019606,2
"5787","CuritibaHugo Lange",519900,"Curitiba","Hugo Lange",80040445,1,3,1,3,2,90,150,-0.18016723976296,2
"5788","Campo LargoBom Jesus",144000,"Campo Largo","Bom Jesus",83601390,1,2,0,1,1,48,61,-0.326478440756227,2
"5789","CuritibaCentro Civico",555889,"Curitiba","Centro Civico",80530190,1,2,0,2,2,93,116,-0.174155988148738,2
"5790","CuritibaBacacheri",310619,"Curitiba","Bacacheri",82515396,1,3,1,1,1,70,104,1.12257117600166,2
"5791","CuritibaCentro",385000,"Curitiba","Centro",80010180,1,2,0,1,1,64,94,0.610945818470473,2
"5792","CuritibaGuaira",329000,"Curitiba","Guaira",80630030,1,3,1,2,1,77,118,-0.250061882655887,2
"5793","CuritibaBatel",1250000,"Curitiba","Batel",80240260,1,4,4,6,3,276,407,-0.166557716180536,2
"5794","CuritibaAgua Verde",580000,"Curitiba","Agua Verde",80620150,1,3,1,3,1,116,170,0.35601609019606,2
